Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
rejected-alternatives/256/work,4.772321787292516e-6,4.770921585949007e-6,4.7739205656362565e-6,3.1883916365403877e-9,2.452661683013594e-9,4.28040839875711e-9
list-fields/256/control,2.3085010523348047e-7,2.3075513495164992e-7,2.3095511754669922e-7,2.168339986948817e-10,1.6116113957143362e-10,3.0390421435160353e-10
list-fields/256/work,1.1996823626530672e-6,1.199250076994405e-6,1.2001407490776302e-6,9.658491083083336e-10,7.122005131847959e-10,1.4323403095806713e-9
data-list-fields/256/control,2.3071502458214567e-7,2.3022714714371605e-7,2.3150183014779168e-7,1.3209310801922454e-9,9.427625995971502e-10,2.0701036289634847e-9
data-list-fields/256/work,1.2006834634611286e-6,1.2002538360360622e-6,1.2012656310780024e-6,1.0697754659052735e-9,6.252149985730505e-10,1.5992688153478433e-9
data-constr-fields/256/control,2.2986013724869294e-7,2.297135884995475e-7,2.2999281347792042e-7,3.1515658902303904e-10,2.326839676331634e-10,4.5878267271064734e-10
data-constr-fields/256/work,1.2047731947443199e-6,1.2043820350688536e-6,1.2051875855266848e-6,8.935033305199068e-10,6.718382257733937e-10,1.2250270485492058e-9
data-map-fields/256/control,2.3423773014941712e-7,2.3246227673342182e-7,2.3795477167200675e-7,4.990270767098593e-9,6.51830262082065e-10,7.970930847456072e-9
data-map-fields/256/work,1.1989400029752675e-6,1.1984254553513357e-6,1.2003368922274895e-6,1.617938262856795e-9,6.380545215519674e-10,2.893355016499733e-9
root-capture-success/256/control,6.244808124278537e-6,6.212519421578317e-6,6.262191244961631e-6,5.143632527381975e-8,3.248477606562373e-8,7.979868471444745e-8
root-capture-success/256/work,9.61198015266568e-6,9.589014616474452e-6,9.635445233664603e-6,5.0417235692593966e-8,4.272092822024157e-8,5.889305409768876e-8
field-capture-success/256/control,1.2004110022185176e-6,1.199854528737456e-6,1.2012751174302306e-6,1.4752845927436974e-9,9.613841993214283e-10,2.350842551934115e-9
field-capture-success/256/work,4.83291189622755e-6,4.8271768687800924e-6,4.853937087498876e-6,2.0591024111431267e-8,3.1352766278821708e-9,3.926022431415806e-8
field-capture-abandoned/256/control,1.2227926888591264e-6,1.2223917023217206e-6,1.223094782083831e-6,7.683845577025535e-10,5.492056625987986e-10,1.09750121684174e-9
field-capture-abandoned/256/work,1.6659032346553436e-6,1.6649973056849754e-6,1.6669135152196478e-6,2.0688631133378022e-9,1.4869384041009883e-9,3.328162146167945e-9
rest-suffix/256/control,2.6059041964795455e-7,2.6046868271715557e-7,2.6069175557139726e-7,2.433754425587384e-10,1.663361319775345e-10,3.801727607118274e-10
rest-suffix/256/work,2.618776883466681e-7,2.6169539050179394e-7,2.6201866031432463e-7,3.364533430607662e-10,2.4057517725392063e-10,4.5874384223406925e-10
pair-bounded/512/control,6.163229370526223e-6,6.134547147120836e-6,6.172925693655369e-6,3.454592349493124e-8,6.60843686598372e-9,6.567615257610959e-8
pair-bounded/512/work,8.071093935781292e-6,8.064524155791288e-6,8.088379445705641e-6,2.048710886102094e-8,9.360587710557843e-9,3.891038379613522e-8
data-i-bounded/256/control,6.245153473732525e-6,6.216499649536902e-6,6.292230637190878e-6,8.165956604548413e-8,4.8613998748946764e-8,1.28957882441676e-7
data-i-bounded/256/work,7.763841964355144e-6,7.752049039573756e-6,7.772250226921165e-6,2.230011182987972e-8,1.5744288814607736e-8,3.1300910238215014e-8
data-b-bounded/256/control,5.963586688288738e-6,5.917156869450825e-6,6.020350320105321e-6,1.1392802111292184e-7,8.828745267609896e-8,1.3966970954114202e-7
data-b-bounded/256/work,7.971181608899345e-6,7.952808538368334e-6,7.986538476507534e-6,3.8812145200890176e-8,2.9517832639157297e-8,5.369381350237535e-8
bytestring-8-byte-chunks/256/control,2.320517132967865e-7,2.3190521546911413e-7,2.321995876091385e-7,3.146038639765765e-10,2.5924640848461726e-10,4.035856185405235e-10
bytestring-8-byte-chunks/256/work,3.4634389558863036e-7,3.461222433330491e-7,3.467839131177758e-7,6.067564122139333e-10,3.472150308647467e-10,1.0007618463051512e-9
entry-integer/1024/control,1.4355224711293675e-5,1.4135346695437193e-5,1.4513827841406599e-5,3.8645434103114614e-7,2.3313418426242783e-7,4.5773627023499525e-7
entry-integer/1024/work,2.569122171010491e-5,2.5644581806318428e-5,2.5735553872107473e-5,9.77625345539955e-8,8.230982685552738e-8,1.1209724230001931e-7
rejected-alternatives/1024/control,2.3097772814637228e-7,2.308707765857685e-7,2.3113044937725603e-7,2.8077756094017945e-10,1.7553949159520786e-10,4.02226315546029e-10
rejected-alternatives/1024/work,1.760338334282592e-5,1.7574802004425048e-5,1.7665856454789814e-5,8.523875939472655e-8,3.927219639581227e-8,1.4515968037649832e-7
list-fields/1024/control,2.3197555923157044e-7,2.318284797012323e-7,2.3216796073276657e-7,3.5861564996998783e-10,2.471922588863416e-10,5.898471338248046e-10
list-fields/1024/work,4.014370239583397e-6,4.012619940354054e-6,4.017544594073421e-6,4.915099117691116e-9,2.188922785360098e-9,8.206049286851585e-9
data-list-fields/1024/control,2.3168880597960733e-7,2.315110055966933e-7,2.3196208769864952e-7,4.727319794129987e-10,3.013111485822425e-10,6.455267610389722e-10
data-list-fields/1024/work,4.012035011345889e-6,4.0111843462462575e-6,4.012940203599617e-6,2.011583350560041e-9,1.6413098437245833e-9,2.5071237364856736e-9
data-constr-fields/1024/control,2.3260358840813112e-7,2.324347687341895e-7,2.3279977483767249e-7,3.82726249398907e-10,3.1274949356880865e-10,5.050790806827714e-10
data-constr-fields/1024/work,4.011058199290874e-6,4.009992399590493e-6,4.012141568716321e-6,2.394757972704638e-9,1.920108280410906e-9,3.1015893471036648e-9
data-map-fields/1024/control,2.319811982649977e-7,2.318992195832926e-7,2.3208148895275623e-7,1.892336766461218e-10,1.3382272313450604e-10,3.0123899409970697e-10
data-map-fields/1024/work,4.002932936765746e-6,4.0017422988781225e-6,4.0047208482260665e-6,3.0821377888849247e-9,1.9853034376891677e-9,4.328624254856179e-9
root-capture-success/1024/control,2.448006996421362e-5,2.4334758842294734e-5,2.465945457805252e-5,3.5260634359610426e-7,3.2334361673629315e-7,3.693880188438304e-7
root-capture-success/1024/work,3.753972203573917e-5,3.734194391809385e-5,3.7679021960729e-5,3.665819454270814e-7,2.6748081661412086e-7,5.143647373946857e-7
field-capture-success/1024/control,4.013163025675342e-6,4.011997003205049e-6,4.014350014666056e-6,2.6447342890026684e-9,1.8539528623684866e-9,3.642701362141722e-9
field-capture-success/1024/work,1.958108754082579e-5,1.9555824715299672e-5,1.9663735190103743e-5,8.978545589638988e-8,1.5754514076304323e-8,1.7227185270042577e-7
field-capture-abandoned/1024/control,4.03436492334718e-6,4.03295533416453e-6,4.035642568296577e-6,2.9241001335424546e-9,2.162905141356753e-9,4.1990224521505106e-9
field-capture-abandoned/1024/work,5.894830498280227e-6,5.8923614209085825e-6,5.898702086892389e-6,6.385388925218353e-9,4.49685963164001e-9,8.675123046039392e-9
rest-suffix/1024/control,2.6805583524774185e-7,2.6789264509740483e-7,2.6821257458222505e-7,3.63676702794287e-10,2.9819816777948424e-10,4.470807198248908e-10
rest-suffix/1024/work,2.612108862008083e-7,2.6103701515947453e-7,2.6150056409657297e-7,4.737754031828185e-10,2.862542425593725e-10,7.192409246101214e-10
pair-bounded/2048/control,2.4302164085912913e-5,2.4114958726336204e-5,2.448029513122093e-5,4.0099996588740194e-7,3.385008149975026e-7,4.529072059341422e-7
pair-bounded/2048/work,3.463625634596833e-5,3.4488456706214546e-5,3.469911483725757e-5,1.925700790204091e-7,7.878260370116138e-8,3.261073419441593e-7
data-i-bounded/1024/control,2.3762630650460707e-5,2.36155795211386e-5,2.3883428342173906e-5,2.840144599599325e-7,2.3076744571031605e-7,3.6229118635211473e-7
data-i-bounded/1024/work,3.133322991352219e-5,3.132038490228536e-5,3.134691360639938e-5,2.986457008122477e-8,2.1645083211841725e-8,4.262431491501934e-8
data-b-bounded/1024/control,2.3738703762613793e-5,2.327123278851497e-5,2.4194235759730378e-5,1.0043620539941344e-6,8.89989297293249e-7,1.1589240495327364e-6
data-b-bounded/1024/work,3.194967810780925e-5,3.191005327287591e-5,3.1992101915956246e-5,8.977240887099141e-8,6.441690080155335e-8,1.2964283825854173e-7
bytestring-8-byte-chunks/1024/control,2.302928423770975e-7,2.3009547934004954e-7,2.3053169784730702e-7,4.72471450833911e-10,3.6188273056826223e-10,6.161106085155197e-10
bytestring-8-byte-chunks/1024/work,6.362248833290594e-7,6.35982775983953e-7,6.366714019377763e-7,7.291105441290477e-10,4.2230347704252767e-10,1.2327061825023162e-9
