Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
pair-bounded/32/control,5.693569871424492e-7,5.679028281958324e-7,5.702859603641803e-7,2.444856380572845e-9,1.1076717831150785e-9,3.364213563916366e-9
pair-bounded/32/work,7.159472550700358e-7,7.156730681960232e-7,7.161520721078874e-7,5.226583371435475e-10,3.805789301615838e-10,7.305048923832904e-10
data-i-bounded/16/control,5.988316622965668e-7,5.951424981447034e-7,6.016596052655547e-7,6.530793087169582e-9,3.657345940217646e-9,1.0327449198714803e-8
data-i-bounded/16/work,6.866138529233894e-7,6.85738726576323e-7,6.876244107644657e-7,2.0070052142892856e-9,1.3725969502054887e-9,3.0942906742995367e-9
data-b-bounded/16/control,5.905067030237762e-7,5.870182391254056e-7,5.940046936525803e-7,7.554694054592604e-9,5.632874948866799e-9,1.0646802943304486e-8
data-b-bounded/16/work,7.017927667911269e-7,6.998893382728328e-7,7.055446142842834e-7,5.6186052369167395e-9,3.414342816471821e-9,9.340793846873921e-9
bytestring-8-byte-chunks/16/control,2.316544752287642e-7,2.3150859303750886e-7,2.3181883898555297e-7,3.224823540796321e-10,2.470928689533599e-10,4.126821446399235e-10
bytestring-8-byte-chunks/16/work,2.568025546128183e-7,2.566442295313362e-7,2.569526282099825e-7,3.53269250843112e-10,2.566188063688008e-10,5.018975079450523e-10
entry-integer/64/control,1.0265063196997028e-6,1.0241842387709366e-6,1.0279341347381501e-6,3.824365522169217e-9,2.4274270042599765e-9,5.535326532678044e-9
entry-integer/64/work,1.7817396415381994e-6,1.768607381056682e-6,1.7917264554857989e-6,2.3706220426942425e-8,1.6379107908939384e-8,3.0064954716778275e-8
rejected-alternatives/64/control,2.3236998270394332e-7,2.3214552497043708e-7,2.3255992674154122e-7,4.3933276601350825e-10,3.0470635520906367e-10,6.265664647472583e-10
rejected-alternatives/64/work,1.3868799155030583e-6,1.3822413304546668e-6,1.3893222685291348e-6,7.229303776336999e-9,4.440336071875422e-9,1.1963965148009944e-8
list-fields/64/control,2.3102733587555675e-7,2.3085554275083273e-7,2.3123148196695996e-7,3.945495242531783e-10,2.704269764196744e-10,5.241046707544447e-10
list-fields/64/work,4.676897350302002e-7,4.674330671107868e-7,4.680046081573512e-7,6.352666555029852e-10,4.5469639980457174e-10,9.447208127051539e-10
data-list-fields/64/control,2.3159485879565306e-7,2.3150349768500858e-7,2.3167869587131026e-7,1.8332585663298338e-10,1.4597938803528663e-10,2.3953470341207086e-10
data-list-fields/64/work,4.7022578354739573e-7,4.698883433564032e-7,4.707359111508954e-7,8.735408647993848e-10,5.839280178898466e-10,1.394593724546625e-9
data-constr-fields/64/control,2.3183927151990477e-7,2.316219224565377e-7,2.3218427632691986e-7,5.623594313101048e-10,3.7596747675537163e-10,8.370461442257925e-10
data-constr-fields/64/work,4.688189076742842e-7,4.6864414126744163e-7,4.690135539042439e-7,4.1088316082555954e-10,3.14625183258289e-10,5.373437655502465e-10
data-map-fields/64/control,2.3231647077647154e-7,2.3214885200140305e-7,2.3248378286597672e-7,3.567432786065511e-10,2.667231898602731e-10,5.083424734349325e-10
data-map-fields/64/work,4.641240893382813e-7,4.639357923429276e-7,4.643605654243393e-7,4.2961024242311643e-10,3.2416411070930045e-10,5.879143152788505e-10
root-capture-success/64/control,1.6179333473177673e-6,1.603695019548807e-6,1.6344226308637478e-6,3.542884394695938e-8,2.7024995333794817e-8,5.2728374956031245e-8
root-capture-success/64/work,2.438594616002406e-6,2.434481272171068e-6,2.452138809286313e-6,1.3671624512777296e-8,3.0238042347290903e-9,2.650076989557006e-8
field-capture-success/64/control,4.659983473023621e-7,4.658116433306006e-7,4.6625197065659806e-7,4.816087606274486e-10,3.35046115846788e-10,7.275217385794755e-10
field-capture-success/64/work,1.3774776130085186e-6,1.373296424026114e-6,1.3790148530895856e-6,5.105197287478199e-9,2.142103709423453e-9,8.91985094922027e-9
field-capture-abandoned/64/control,4.897193687668693e-7,4.894730729504019e-7,4.900748693317252e-7,6.485338565509029e-10,4.5253976238123713e-10,8.766237310121893e-10
field-capture-abandoned/64/work,5.955154354412234e-7,5.95224008010405e-7,5.957942912334776e-7,6.549474460056554e-10,5.062013122776238e-10,8.845528011618787e-10
rest-suffix/64/control,2.618078780855186e-7,2.6168697704753496e-7,2.6197230691905945e-7,3.075065269110061e-10,2.391954996275416e-10,3.84783855483483e-10
rest-suffix/64/work,2.6156097384897964e-7,2.6121286530043333e-7,2.628103363956994e-7,1.2657833441011043e-9,2.5617579006986006e-10,2.4257465994175817e-9
pair-bounded/128/control,1.6462928791156428e-6,1.6384663771948512e-6,1.657326047867891e-6,1.9629675037143023e-8,1.219826045374225e-8,2.5407639269753003e-8
pair-bounded/128/work,2.2320612408433884e-6,2.228597083081776e-6,2.2353586643616083e-6,7.088573903141457e-9,5.6533427327185884e-9,8.543971782071037e-9
data-i-bounded/64/control,1.6930553605620974e-6,1.685672941354266e-6,1.7013148387456143e-6,1.766604633846117e-8,1.3764487038355051e-8,2.4269049809396666e-8
data-i-bounded/64/work,2.0680146864090933e-6,2.0636111406173763e-6,2.0736050247472897e-6,1.1036255600852392e-8,6.771180424755495e-9,1.8442467567418713e-8
data-b-bounded/64/control,1.6558666790755969e-6,1.64929362024821e-6,1.6632035895249396e-6,1.506274739749318e-8,1.1355594796331403e-8,2.0085652741409944e-8
data-b-bounded/64/work,2.017123486761882e-6,2.0092567206233367e-6,2.021452479028192e-6,1.2201893461853198e-8,5.930968518507595e-9,2.1366239812528065e-8
bytestring-8-byte-chunks/64/control,2.3132674659503765e-7,2.311910414158206e-7,2.3153364754027753e-7,3.4065970791988466e-10,2.439692472648343e-10,5.25461334890081e-10
bytestring-8-byte-chunks/64/work,2.608326384866344e-7,2.605248351722463e-7,2.610941398243613e-7,6.212234241649058e-10,4.382591334761972e-10,9.137766018457467e-10
entry-integer/256/control,3.707855223904317e-6,3.6694231373068795e-6,3.7466995503242496e-6,8.596499867880112e-8,7.564598802430082e-8,9.282534286848159e-8
entry-integer/256/work,6.889197269697592e-6,6.83967221725211e-6,6.939838514108655e-6,1.0795614697182571e-7,8.846933578195797e-8,1.372177923483679e-7
rejected-alternatives/256/control,2.336733396317759e-7,2.3353045978175455e-7,2.338565706308109e-7,3.3664418540449935e-10,2.601321261743102e-10,4.6029585257791983e-10
rejected-alternatives/256/work,4.600722550109241e-6,4.593802461883687e-6,4.604228676436317e-6,1.0164017092620235e-8,4.3330927205002136e-9,1.5212852142434673e-8
list-fields/256/control,2.343534499587231e-7,2.3281369066377003e-7,2.3830452053259128e-7,4.9093287194559225e-9,1.7500218183281513e-9,8.607251680801321e-9
list-fields/256/work,1.2035025954868379e-6,1.2032527336386234e-6,1.2039395885809427e-6,6.768596689130992e-10,4.3128980041057426e-10,1.0383950292691806e-9
data-list-fields/256/control,2.3195479355702107e-7,2.318435462870498e-7,2.320955435174262e-7,2.83305373082387e-10,2.334312606072725e-10,3.6292868182407906e-10
data-list-fields/256/work,1.2009335175947856e-6,1.2005522563455806e-6,1.2016311055733432e-6,1.0811417668059675e-9,5.900196010348856e-10,2.161112741233691e-9
data-constr-fields/256/control,2.320130554356693e-7,2.3181908431734847e-7,2.324925581099401e-7,6.265413092981961e-10,2.8655090851826525e-10,1.1628798328269721e-9
data-constr-fields/256/work,1.2072461561976335e-6,1.2069320911621707e-6,1.2075157722769318e-6,6.68827163134501e-10,5.396719414393334e-10,8.218601801073784e-10
data-map-fields/256/control,2.3256868672445023e-7,2.3239189359841648e-7,2.3272289473447317e-7,3.8792346171737936e-10,2.49045419122863e-10,6.326289660908555e-10
data-map-fields/256/work,1.19815991051689e-6,1.1977167270359432e-6,1.1987931780262513e-6,1.1269919389863127e-9,5.855600590768363e-10,1.5923399043731408e-9
root-capture-success/256/control,6.176344581872442e-6,6.128201945736477e-6,6.217510182508945e-6,9.381579906642353e-8,7.623862693491676e-8,1.1097186055148222e-7
root-capture-success/256/work,9.233427550371305e-6,9.194305166659756e-6,9.261550522384556e-6,7.322862235986788e-8,5.107438192380235e-8,1.1116253942895872e-7
field-capture-success/256/control,1.2003014799234333e-6,1.199894019668803e-6,1.2007600123185132e-6,9.922250921438493e-10,7.489533862821547e-10,1.329117164548826e-9
field-capture-success/256/work,4.82939838892292e-6,4.827201555278995e-6,4.832552503102362e-6,5.667107860707019e-9,4.096388819628342e-9,8.211826337177357e-9
field-capture-abandoned/256/control,1.2222396541029263e-6,1.2218665687658492e-6,1.2226642457931633e-6,8.664461230239934e-10,6.375243488867199e-10,1.2097739913903633e-9
field-capture-abandoned/256/work,1.6776363014581357e-6,1.6768935765864547e-6,1.6785874665139757e-6,1.8816759892387872e-9,1.361358537827305e-9,2.4508233537322003e-9
rest-suffix/256/control,2.605266172422991e-7,2.6038410734941467e-7,2.6065364038223856e-7,3.0415541472494963e-10,2.3258077126600942e-10,4.117724041496676e-10
rest-suffix/256/work,2.623711571227047e-7,2.6213072613298377e-7,2.626769068602072e-7,5.821498255478032e-10,4.306715090281374e-10,8.596513706666125e-10
pair-bounded/512/control,5.8495568897314795e-6,5.825281072464937e-6,5.89583693178027e-6,7.110907766760624e-8,3.556733004461043e-8,1.1744502063941172e-7
pair-bounded/512/work,8.191497479047211e-6,8.182398851251796e-6,8.197982764192374e-6,1.6076695065789424e-8,9.872380270274477e-9,2.7293020186064695e-8
data-i-bounded/256/control,6.269215189973605e-6,6.224773123181953e-6,6.320150154027286e-6,9.77728109232786e-8,7.996698399163581e-8,1.19554989816554e-7
data-i-bounded/256/work,7.612974045153279e-6,7.584758482235129e-6,7.650088699853333e-6,7.110589782095648e-8,5.1495236799296845e-8,8.569508570374644e-8
data-b-bounded/256/control,6.420057131248538e-6,6.359040004168616e-6,6.505012395424154e-6,1.646968206410428e-7,1.2103159668714983e-7,2.3723983128520176e-7
data-b-bounded/256/work,7.859878070774603e-6,7.790905601896388e-6,7.91902186009074e-6,1.491169243681227e-7,1.172136152407755e-7,1.7973988020782478e-7
bytestring-8-byte-chunks/256/control,2.3128934152684578e-7,2.3106908776621286e-7,2.3154926087373221e-7,5.131309752116489e-10,4.0294239850298207e-10,6.807303233291077e-10
bytestring-8-byte-chunks/256/work,3.458354384789096e-7,3.457365266145331e-7,3.4598699154054115e-7,2.6420706329444314e-10,2.0321180051667326e-10,3.575886765726651e-10
entry-integer/1024/control,1.4058228465063201e-5,1.4037180161012185e-5,1.4073321472131164e-5,3.8826151338766034e-8,2.8752350278595093e-8,5.065997340790698e-8
entry-integer/1024/work,2.5017272174720324e-5,2.4885180761635708e-5,2.51605377885299e-5,3.18511389554428e-7,2.268745720182337e-7,4.2463300329723577e-7
rejected-alternatives/1024/control,2.332558962673099e-7,2.330203130463999e-7,2.3343240721920203e-7,4.278813428334945e-10,2.662951024775228e-10,7.071259776348632e-10
rejected-alternatives/1024/work,1.9029260146551467e-5,1.902281215352824e-5,1.9042091472495707e-5,1.8294260793798358e-8,1.1117048707715062e-8,2.8911911780175614e-8
list-fields/1024/control,2.3297863840190307e-7,2.3271383930789682e-7,2.3314812312596784e-7,4.429528424895936e-10,3.226851005279072e-10,6.231745207367218e-10
list-fields/1024/work,4.00904644445786e-6,4.007989024639479e-6,4.010936225490766e-6,3.007838897127149e-9,1.9192903733907135e-9,4.8509395572161355e-9
data-list-fields/1024/control,2.3158801244281224e-7,2.31433027829263e-7,2.317963737543779e-7,3.799788191564293e-10,2.6308696262308947e-10,5.620530429113031e-10
data-list-fields/1024/work,4.0070197419462276e-6,4.005971955039687e-6,4.008287534171774e-6,2.5797171494585943e-9,1.796781845855203e-9,3.843507250417777e-9
data-constr-fields/1024/control,2.3171862843785985e-7,2.3154808084794542e-7,2.3190631279249766e-7,4.01313806205328e-10,3.1662026261763255e-10,5.38379642183825e-10
data-constr-fields/1024/work,4.007208025805543e-6,4.006078527791003e-6,4.0090110341602485e-6,3.0428281417664383e-9,1.8608595036962822e-9,4.838312514772919e-9
data-map-fields/1024/control,2.3244997760897165e-7,2.3219622787581444e-7,2.327838876024816e-7,6.595656577656919e-10,4.891353898060938e-10,8.518364876338437e-10
data-map-fields/1024/work,4.00338232350389e-6,4.002429656339356e-6,4.004743146491029e-6,2.482366776862971e-9,1.7607581122353895e-9,3.558552668663618e-9
root-capture-success/1024/control,2.393275354626214e-5,2.3850806453264815e-5,2.4007245379278798e-5,1.7610853742563024e-7,1.05501676266159e-7,2.6782716283806383e-7
root-capture-success/1024/work,3.6673624248128605e-5,3.659006266358542e-5,3.674163757586887e-5,1.632190917793878e-7,1.4365379798074247e-7,1.878919768847671e-7
field-capture-success/1024/control,4.021520065197885e-6,4.020416157004273e-6,4.0229982923199764e-6,2.833230256008918e-9,1.785050214256235e-9,4.488785908759365e-9
field-capture-success/1024/work,1.9666790173343594e-5,1.9653194826536932e-5,1.9694389187262416e-5,3.819999875615484e-8,1.7764915087518432e-8,6.725468651366573e-8
field-capture-abandoned/1024/control,4.037696061950348e-6,4.032507347270527e-6,4.050822960368963e-6,1.5243717622000017e-8,3.083718515157467e-9,2.4861452826058097e-8
field-capture-abandoned/1024/work,5.907795225849108e-6,5.90488965339758e-6,5.914269387156931e-6,8.879002105945053e-9,4.041297095365964e-9,1.5855700984140308e-8
rest-suffix/1024/control,2.611128044946769e-7,2.607982499056835e-7,2.614760659116536e-7,7.515912717533316e-10,6.400675321703428e-10,8.984919050582762e-10
rest-suffix/1024/work,2.6152433945249574e-7,2.613496728268069e-7,2.6172336448798173e-7,3.9384330301415457e-10,3.152245261524655e-10,4.931743039272978e-10
pair-bounded/2048/control,2.434570093861298e-5,2.4143914511947543e-5,2.453762488631397e-5,4.639315546917523e-7,3.6092912786636314e-7,5.758585536831067e-7
pair-bounded/2048/work,3.2717700380391147e-5,3.25364408569213e-5,3.288105622665535e-5,3.6347579984037646e-7,3.066228412500906e-7,4.019274886631664e-7
data-i-bounded/1024/control,2.270250227304933e-5,2.2508331598269173e-5,2.288333292553869e-5,4.167025200376665e-7,3.405790816169898e-7,5.209198409398589e-7
data-i-bounded/1024/work,2.9924415001127582e-5,2.9853002221257094e-5,3.00151467550456e-5,1.7946686250428268e-7,1.1806091700175968e-7,2.7319790282888876e-7
data-b-bounded/1024/control,2.304394217958888e-5,2.2802888923492496e-5,2.3167823467466094e-5,3.488837392996172e-7,1.3175599575839737e-7,4.960098661647607e-7
data-b-bounded/1024/work,3.0969833555121426e-5,3.0870034887836646e-5,3.11456289926734e-5,2.9621953117215143e-7,1.778652263947818e-7,3.979299779011486e-7
bytestring-8-byte-chunks/1024/control,2.311046047927314e-7,2.3100388257779092e-7,2.3125964880793916e-7,2.890616213320966e-10,1.9478238575539118e-10,4.682918218588521e-10
bytestring-8-byte-chunks/1024/work,6.3385619021334e-7,6.33506570119974e-7,6.342895383675265e-7,8.091089728986216e-10,5.91958933442267e-10,1.123086086719813e-9
